invoice_id,due_date,invoice_amount,days_late,payment_date,payment_amount
INV_3192,2023-04-20,25387.78,0,2023-04-20,25387.78
INV_3193,2024-01-03,7649.61,-5,2023-12-29,7649.61
INV_3194,2023-05-26,22382.28,15,2023-06-10,22382.28
INV_3195,2024-01-12,17038.18,5,2024-01-17,17038.18
INV_3196,2022-12-07,26330.63,0,2022-12-07,26330.63
INV_3197,2024-07-18,29489.89,0,2024-07-18,29489.89
INV_3198,2022-04-24,920.53,0,2022-04-24,920.53
INV_3199,2023-10-16,38169.8,0,2023-10-16,38169.8
INV_3200,2022-04-04,35794.21,15,2022-04-19,35794.21
INV_3201,2024-12-06,18631.18,30,2025-01-05,18631.18
INV_3202,2022-02-08,3120.33,30,2022-03-10,3120.33
INV_3203,2024-02-19,37869.16,30,2024-03-20,37869.16
INV_3204,2023-06-30,47781.17,30,2023-07-30,47781.17
INV_3205,2024-10-08,12387.5,5,2024-10-13,12387.5
INV_3206,2023-04-04,16514.47,0,2023-04-04,16514.47
INV_3207,2024-04-03,9598.74,15,2024-04-18,9598.74
INV_3208,2024-03-07,29058.34,0,2024-03-07,29058.34
INV_3209,2025-01-15,8164.65,0,2025-01-15,8164.65
INV_3210,2024-08-12,18131.6,0,2024-08-12,18131.6
INV_3211,2023-03-12,35002.14,5,2023-03-17,35002.14
INV_3212,2023-02-21,28225.74,0,2023-02-21,28225.74
INV_3213,2022-12-21,19629.9,0,2022-12-21,19629.9
INV_3214,2022-04-06,21302.36,5,2022-04-11,21302.36
INV_3215,2022-06-30,28324.49,30,2022-07-30,28324.49
INV_3216,2022-12-03,790.3,5,2022-12-08,790.3
INV_3217,2024-10-06,4386.24,30,2024-11-05,4386.24
INV_3218,2023-01-10,44122.27,0,2023-01-10,44122.27
INV_3219,2022-03-15,4355.01,0,2022-03-15,4355.01
INV_3220,2024-10-01,35486.78,5,2024-10-06,35486.78
INV_3221,2022-03-18,46041.89,5,2022-03-23,46041.89
INV_3222,2022-08-03,13898.84,15,2022-08-18,13898.84
INV_3223,2022-02-20,18839.33,15,2022-03-07,18839.33
INV_3224,2024-06-19,28661.61,15,2024-07-04,28661.61
INV_3225,2023-03-01,44144.59,30,2023-03-31,44144.59
INV_3226,2024-03-17,47124.33,0,2024-03-17,47124.33
INV_3227,2024-11-02,37108.38,0,2024-11-02,37108.38
INV_3228,2024-03-25,4787.68,5,2024-03-30,4787.68
INV_3229,2023-03-08,33623.13,0,2023-03-08,33623.13
INV_3230,2023-10-06,20810.03,0,2023-10-06,20810.03
INV_3231,2023-04-17,23799.7,0,2023-04-17,23799.7
INV_3232,2024-03-31,2932.85,0,2024-03-31,2932.85
INV_3233,2022-11-30,9957.58,0,2022-11-30,9957.58
INV_3234,2024-01-12,39630.42,-5,2024-01-07,39630.42
INV_3235,2024-07-02,22970.96,15,2024-07-17,22970.96
INV_3236,2023-09-17,15432.28,5,2023-09-22,15432.28
INV_3237,2023-07-31,19508.94,15,2023-08-15,19508.94
INV_3238,2022-11-15,42792.78,15,2022-11-30,42792.78
INV_3239,2024-02-24,37575.45,0,2024-02-24,37575.45
INV_3240,2024-09-28,13979.61,0,2024-09-28,13979.61
INV_3241,2024-03-01,6316.34,0,2024-03-01,6316.34
INV_3242,2024-09-28,12973.91,15,2024-10-13,12973.91
INV_3243,2022-09-15,46077.44,15,2022-09-30,46077.44
INV_3244,2024-09-13,29288.65,0,2024-09-13,29288.65
INV_3245,2022-12-26,26907.27,0,2022-12-26,26907.27
INV_3246,2023-04-16,30021.48,60,2023-06-15,30021.48
INV_3247,2022-11-22,18618.4,5,2022-11-27,18618.4
INV_3248,2022-07-22,40451.8,15,2022-08-06,40451.8
INV_3249,2022-02-17,26402.67,0,2022-02-17,26402.67
INV_3250,2023-08-24,6279.02,0,2023-08-24,6279.02
INV_3251,2023-12-11,6888.72,15,2023-12-26,6888.72
INV_3252,2022-05-09,27074.53,15,2022-05-24,27074.53
INV_3253,2024-02-28,46860.23,15,2024-03-14,46860.23
INV_3254,2023-06-15,15763.43,5,2023-06-20,15763.43
INV_3255,2022-09-27,43542.29,5,2022-10-02,43542.29
INV_3256,2023-08-20,38322.73,15,2023-09-04,38322.73
INV_3257,2022-02-19,12766.72,0,2022-02-19,12766.72
INV_3258,2024-04-17,2298.87,0,2024-04-17,2298.87
INV_3259,2025-01-07,5541.44,30,2025-02-06,5541.44
INV_3260,2023-02-19,36560.45,0,2023-02-19,36560.45
INV_3261,2023-08-02,10383.65,5,2023-08-07,10383.65
INV_3262,2022-09-28,18877.91,15,2022-10-13,18877.91
INV_3263,2024-11-27,25334.11,60,2025-01-26,25334.11
INV_3264,2024-04-24,36410.67,5,2024-04-29,36410.67
INV_3265,2022-09-04,6104.95,5,2022-09-09,6104.95
INV_3266,2022-06-13,20615.14,15,2022-06-28,20615.14
INV_3267,2024-04-07,24511.11,15,2024-04-22,24511.11
INV_3268,2023-05-17,27270.94,15,2023-06-01,27270.94
INV_3269,2023-09-02,41008.85,5,2023-09-07,41008.85
INV_3270,2024-11-12,8998.07,0,2024-11-12,8998.07
INV_3271,2025-01-14,40487.66,5,2025-01-19,40487.66
INV_3272,2022-12-24,34797.48,30,2023-01-23,34797.48
INV_3273,2022-08-07,28015.61,30,2022-09-06,28015.61
INV_3274,2025-01-11,35126.63,0,2025-01-11,35126.63
INV_3275,2022-11-11,20894.88,5,2022-11-16,20894.88
INV_3276,2024-08-28,7350.68,5,2024-09-02,7350.68
INV_3277,2022-08-10,33455.38,60,2022-10-09,33455.38
INV_3278,2023-08-29,26471.28,15,2023-09-13,26471.28
INV_3279,2023-06-01,32149.05,5,2023-06-06,32149.05
INV_3280,2023-05-28,17230.94,-5,2023-05-23,17230.94
INV_3281,2023-12-19,45389.9,5,2023-12-24,45389.9
INV_3282,2024-08-09,29574.81,0,2024-08-09,29574.81
INV_3283,2022-04-29,4727.42,15,2022-05-14,4727.42
INV_3284,2023-12-13,22765.3,15,2023-12-28,22765.3
INV_3285,2022-08-09,37939.62,5,2022-08-14,37939.62
INV_3286,2023-06-01,39809.66,5,2023-06-06,39809.66
INV_3287,2023-02-28,24982.55,30,2023-03-30,24982.55
INV_3288,2024-03-08,44790.0,0,2024-03-08,44790.0
INV_3289,2023-02-16,13749.59,0,2023-02-16,13749.59
INV_3290,2023-06-14,20824.64,30,2023-07-14,20824.64
INV_3291,2022-08-16,44980.55,15,2022-08-31,44980.55
INV_3292,2024-04-15,44864.71,15,2024-04-30,44864.71
INV_3293,2022-06-21,34442.78,0,2022-06-21,34442.78
INV_3294,2024-12-14,43019.54,0,2024-12-14,43019.54
INV_3295,2023-12-13,4894.28,-5,2023-12-08,4894.28
INV_3296,2024-08-18,43317.25,0,2024-08-18,43317.25
INV_3297,2023-03-20,16370.69,15,2023-04-04,16370.69
INV_3298,2023-07-23,9327.41,0,2023-07-23,9327.41
INV_3299,2023-04-27,12348.81,15,2023-05-12,12348.81
INV_3300,2022-05-23,21189.44,0,2022-05-23,21189.44
INV_3301,2022-09-24,12934.0,0,2022-09-24,12934.0
INV_3302,2023-04-29,16368.1,60,2023-06-28,16368.1
INV_3303,2025-02-11,7181.44,0,2025-02-11,7181.44
INV_3304,2023-05-19,15160.75,0,2023-05-19,15160.75
INV_3305,2022-05-17,28828.05,0,2022-05-17,28828.05
INV_3306,2022-05-31,22371.76,0,2022-05-31,22371.76
INV_3307,2023-07-13,17662.58,5,2023-07-18,17662.58
INV_3308,2023-11-09,37449.38,0,2023-11-09,37449.38
INV_3309,2023-03-25,44728.74,15,2023-04-09,44728.74
INV_3310,2025-01-26,37961.07,15,2025-02-10,37961.07
INV_3311,2024-01-05,16934.03,5,2024-01-10,16934.03
INV_3312,2022-10-03,37349.89,-5,2022-09-28,37349.89
INV_3313,2025-01-06,8023.02,5,2025-01-11,8023.02
INV_3314,2024-07-04,6950.74,0,2024-07-04,6950.74
INV_3315,2024-01-11,17608.54,5,2024-01-16,17608.54
INV_3316,2022-09-16,40481.27,15,2022-10-01,40481.27
INV_3317,2023-06-28,12694.24,0,2023-06-28,12694.24
INV_3318,2023-10-25,3631.04,15,2023-11-09,3631.04
INV_3319,2024-02-18,7019.62,30,2024-03-19,7019.62
INV_3320,2023-05-28,43007.88,15,2023-06-12,43007.88
INV_3321,2023-01-20,31872.27,0,2023-01-20,31872.27
INV_3322,2023-04-09,13033.46,5,2023-04-14,13033.46
INV_3323,2023-09-09,27987.14,30,2023-10-09,27987.14
INV_3324,2022-08-11,26615.19,0,2022-08-11,26615.19
INV_3325,2024-04-27,32944.08,15,2024-05-12,32944.08
INV_3326,2024-02-29,12042.78,-5,2024-02-24,12042.78
INV_3327,2022-03-10,43287.95,-5,2022-03-05,43287.95
INV_3328,2023-11-13,15813.74,15,2023-11-28,15813.74
INV_3329,2023-01-27,34859.52,15,2023-02-11,34859.52
INV_3330,2024-12-06,1298.17,15,2024-12-21,1298.17
INV_3331,2023-07-03,18946.53,30,2023-08-02,18946.53
INV_3332,2024-01-18,17909.64,0,2024-01-18,17909.64
INV_3333,2022-09-06,27402.48,0,2022-09-06,27402.48
INV_3334,2024-12-22,4100.44,30,2025-01-21,4100.44
INV_3335,2022-03-29,39611.5,0,2022-03-29,39611.5
INV_3336,2025-02-10,11280.15,15,2025-02-25,11280.15
INV_3337,2023-07-27,34013.37,5,2023-08-01,34013.37
INV_3338,2024-08-29,40259.0,0,2024-08-29,40259.0
INV_3339,2024-07-05,28312.91,0,2024-07-05,28312.91
INV_3340,2022-12-09,37173.72,5,2022-12-14,37173.72
INV_3341,2022-09-17,33262.09,30,2022-10-17,33262.09
INV_3342,2023-09-26,18098.72,15,2023-10-11,18098.72
INV_3343,2022-02-20,40538.5,5,2022-02-25,40538.5
INV_3344,2022-08-20,15087.72,5,2022-08-25,15087.72
INV_3345,2024-04-10,28775.04,0,2024-04-10,28775.04
INV_3346,2024-12-01,37397.19,0,2024-12-01,37397.19
INV_3347,2025-01-13,19258.32,5,2025-01-18,19258.32
INV_3348,2022-09-12,15487.0,-5,2022-09-07,15487.0
INV_3349,2022-03-04,23237.63,0,2022-03-04,23237.63
INV_3350,2024-05-29,40989.19,5,2024-06-03,40989.19
INV_3351,2023-10-01,46531.13,5,2023-10-06,46531.13
INV_3352,2023-07-29,27481.63,-5,2023-07-24,27481.63
INV_3353,2024-06-19,33242.58,5,2024-06-24,33242.58
INV_3354,2024-01-03,45212.04,5,2024-01-08,45212.04
INV_3355,2023-07-08,5378.07,0,2023-07-08,5378.07
INV_3356,2024-03-29,11987.89,30,2024-04-28,11987.89
INV_3357,2024-12-08,35590.55,0,2024-12-08,35590.55
INV_3358,2022-11-14,41275.35,30,2022-12-14,41275.35
INV_3359,2024-10-07,42922.94,-5,2024-10-02,42922.94
INV_3360,2022-09-16,21047.81,30,2022-10-16,21047.81
INV_3361,2023-06-18,4922.33,-5,2023-06-13,4922.33
INV_3362,2024-04-01,22170.18,15,2024-04-16,22170.18
INV_3363,2022-11-30,11921.36,0,2022-11-30,11921.36
INV_3364,2024-05-20,14914.22,15,2024-06-04,14914.22
INV_3365,2023-02-18,38727.24,5,2023-02-23,38727.24
INV_3366,2024-06-23,4238.59,0,2024-06-23,4238.59
INV_3367,2024-02-06,41465.27,15,2024-02-21,41465.27
INV_3368,2022-07-12,21669.62,0,2022-07-12,21669.62
INV_3369,2025-01-20,30005.16,30,2025-02-19,30005.16
INV_3370,2023-07-24,4937.79,0,2023-07-24,4937.79
INV_3371,2023-04-09,17199.27,5,2023-04-14,17199.27
INV_3372,2023-01-04,4940.2,15,2023-01-19,4940.2
INV_3373,2024-04-01,48096.41,0,2024-04-01,48096.41
INV_3374,2024-09-08,40459.45,0,2024-09-08,40459.45
INV_3375,2024-11-21,23251.82,15,2024-12-06,23251.82
INV_3376,2022-07-03,11568.33,15,2022-07-18,11568.33
INV_3377,2022-07-06,46706.03,30,2022-08-05,46706.03
INV_3378,2022-03-18,17557.53,0,2022-03-18,17557.53
INV_3379,2024-03-21,8468.73,5,2024-03-26,8468.73
INV_3380,2023-01-01,28376.64,0,2023-01-01,28376.64
INV_3381,2023-04-23,47216.82,0,2023-04-23,47216.82
INV_3382,2023-10-30,689.6,15,2023-11-14,689.6
INV_3383,2023-06-25,12287.18,0,2023-06-25,12287.18
INV_3384,2022-08-04,46953.16,5,2022-08-09,46953.16
INV_3385,2024-02-25,8968.76,5,2024-03-01,8968.76
INV_3386,2022-06-11,6105.55,15,2022-06-26,6105.55
INV_3387,2024-10-19,28724.27,30,2024-11-18,28724.27
INV_3388,2022-10-23,43161.27,15,2022-11-07,43161.27
INV_3389,2022-06-22,24116.94,5,2022-06-27,24116.94
INV_3390,2024-11-09,49730.93,15,2024-11-24,49730.93
INV_3391,2024-08-05,34119.0,5,2024-08-10,34119.0
INV_3392,2024-10-01,4166.71,0,2024-10-01,4166.71
INV_3393,2023-03-16,49645.19,0,2023-03-16,49645.19
INV_3394,2022-11-08,20690.76,-5,2022-11-03,20690.76
INV_3395,2024-07-28,14726.43,5,2024-08-02,14726.43
INV_3396,2022-10-20,28115.02,15,2022-11-04,28115.02
INV_3397,2022-06-18,15563.23,0,2022-06-18,15563.23
INV_3398,2022-08-03,4779.65,0,2022-08-03,4779.65
INV_3399,2025-01-22,570.7,30,2025-02-21,570.7
INV_3400,2022-08-29,22754.38,15,2022-09-13,22754.38
INV_3401,2022-09-23,41924.74,15,2022-10-08,41924.74
INV_3402,2022-12-22,28829.6,0,2022-12-22,28829.6
INV_3403,2023-07-26,49960.76,0,2023-07-26,49960.76
INV_3404,2022-03-13,14698.91,-5,2022-03-08,14698.91
INV_3405,2022-06-09,14382.53,0,2022-06-09,14382.53
INV_3406,2024-07-25,8407.6,0,2024-07-25,8407.6
INV_3407,2023-01-08,8621.15,5,2023-01-13,8621.15
INV_3408,2023-04-21,14616.74,0,2023-04-21,14616.74
INV_3409,2022-09-28,39745.58,0,2022-09-28,39745.58
INV_3410,2024-10-05,45334.96,0,2024-10-05,45334.96
INV_3411,2023-06-29,48766.81,5,2023-07-04,48766.81
INV_3412,2024-01-04,11998.34,5,2024-01-09,11998.34
INV_3413,2024-11-29,44124.23,5,2024-12-04,44124.23
INV_3414,2022-03-28,16748.63,0,2022-03-28,16748.63
INV_3415,2025-01-30,6085.61,0,2025-01-30,6085.61
INV_3416,2023-08-17,43566.23,0,2023-08-17,43566.23
INV_3417,2023-06-17,31987.23,0,2023-06-17,31987.23
INV_3418,2022-03-31,8654.18,30,2022-04-30,8654.18
INV_3419,2024-06-26,21776.65,60,2024-08-25,21776.65
INV_3420,2025-01-21,14719.26,5,2025-01-26,14719.26
INV_3421,2023-08-20,36971.33,30,2023-09-19,36971.33
INV_3422,2022-09-20,22944.1,5,2022-09-25,22944.1
INV_3423,2022-04-03,49469.36,-5,2022-03-29,49469.36
INV_3424,2022-07-23,3209.88,60,2022-09-21,3209.88
INV_3425,2024-11-10,18073.26,0,2024-11-10,18073.26
INV_3426,2023-04-11,24354.06,15,2023-04-26,24354.06
INV_3427,2022-06-22,25405.11,0,2022-06-22,25405.11
INV_3428,2023-02-25,16138.82,0,2023-02-25,16138.82
INV_3429,2024-02-17,36597.39,5,2024-02-22,36597.39
INV_3430,2024-10-01,43799.98,5,2024-10-06,43799.98
INV_3431,2023-09-29,46966.61,0,2023-09-29,46966.61
INV_3432,2023-01-30,40352.12,0,2023-01-30,40352.12
INV_3433,2024-02-27,42603.72,0,2024-02-27,42603.72
INV_3434,2023-04-21,27751.99,60,2023-06-20,27751.99
INV_3435,2024-02-29,41381.47,15,2024-03-15,41381.47
INV_3436,2024-02-10,15523.44,5,2024-02-15,15523.44
INV_3437,2023-03-17,20224.7,0,2023-03-17,20224.7
INV_3438,2022-08-06,16187.19,15,2022-08-21,16187.19
INV_3439,2023-11-15,23635.67,0,2023-11-15,23635.67
INV_3440,2022-02-23,14636.19,0,2022-02-23,14636.19
INV_3441,2023-03-28,48099.77,0,2023-03-28,48099.77
INV_3442,2024-11-05,15985.81,30,2024-12-05,15985.81
INV_3443,2023-01-04,5353.2,0,2023-01-04,5353.2
INV_3444,2022-06-19,26577.45,0,2022-06-19,26577.45
INV_3445,2023-12-01,3326.4,5,2023-12-06,3326.4
INV_3446,2024-10-11,5971.89,0,2024-10-11,5971.89
INV_3447,2023-05-11,11359.77,5,2023-05-16,11359.77
INV_3448,2022-04-24,23485.34,5,2022-04-29,23485.34
INV_3449,2024-09-30,21945.92,5,2024-10-05,21945.92
INV_3450,2023-09-21,40084.75,0,2023-09-21,40084.75
INV_3451,2023-02-24,37104.0,0,2023-02-24,37104.0
INV_3452,2022-08-19,21602.76,15,2022-09-03,21602.76
INV_3453,2022-06-10,17018.36,30,2022-07-10,17018.36
INV_3454,2023-06-25,16165.2,0,2023-06-25,16165.2
INV_3455,2022-07-20,38812.76,0,2022-07-20,38812.76
INV_3456,2022-07-06,3077.58,0,2022-07-06,3077.58
INV_3457,2022-03-11,1134.67,5,2022-03-16,1134.67
INV_3458,2023-03-09,39879.45,15,2023-03-24,39879.45
INV_3459,2024-01-04,24118.75,0,2024-01-04,24118.75
INV_3460,2022-02-13,6978.62,15,2022-02-28,6978.62
INV_3461,2024-10-17,12160.51,15,2024-11-01,12160.51
INV_3462,2024-09-30,46658.95,30,2024-10-30,46658.95
INV_3463,2024-04-04,43045.4,0,2024-04-04,43045.4
INV_3464,2022-08-14,35634.36,0,2022-08-14,35634.36
INV_3465,2025-02-27,24370.15,0,2025-02-27,24370.15
INV_3466,2023-06-19,26256.02,30,2023-07-19,26256.02
INV_3467,2023-10-30,48774.6,15,2023-11-14,48774.6
INV_3468,2022-11-15,48305.64,5,2022-11-20,48305.64
INV_3469,2022-04-06,11155.82,0,2022-04-06,11155.82
INV_3470,2023-01-18,40649.68,0,2023-01-18,40649.68
INV_3471,2024-12-25,10263.51,0,2024-12-25,10263.51
INV_3472,2023-03-12,11070.11,5,2023-03-17,11070.11
INV_3473,2022-05-23,33966.61,0,2022-05-23,33966.61
INV_3474,2023-03-11,20547.55,0,2023-03-11,20547.55
INV_3475,2024-11-14,46611.45,15,2024-11-29,46611.45
INV_3476,2024-02-21,4905.98,0,2024-02-21,4905.98
INV_3477,2024-12-23,25820.52,5,2024-12-28,25820.52
INV_3478,2022-10-13,45966.82,0,2022-10-13,45966.82
INV_3479,2023-04-28,45253.63,15,2023-05-13,45253.63
INV_3480,2024-08-22,8248.2,5,2024-08-27,8248.2
INV_3481,2022-09-07,18648.57,30,2022-10-07,18648.57
INV_3482,2024-09-07,31146.51,5,2024-09-12,31146.51
INV_3483,2022-06-24,8390.05,30,2022-07-24,8390.05
INV_3484,2023-07-22,48417.1,30,2023-08-21,48417.1
INV_3485,2022-10-30,45780.09,5,2022-11-04,45780.09
INV_3486,2023-02-16,8764.03,30,2023-03-18,8764.03
INV_3487,2023-02-07,6497.2,0,2023-02-07,6497.2
INV_3488,2023-05-14,4727.72,0,2023-05-14,4727.72
INV_3489,2024-11-20,45517.46,-5,2024-11-15,45517.46
INV_3490,2023-10-05,10084.38,5,2023-10-10,10084.38
INV_3491,2023-07-30,21106.1,15,2023-08-14,21106.1
INV_3492,2024-10-09,22718.14,15,2024-10-24,22718.14
INV_3493,2024-09-09,30151.05,0,2024-09-09,30151.05
INV_3494,2025-02-02,4050.9,5,2025-02-07,4050.9
INV_3495,2024-06-17,11724.55,0,2024-06-17,11724.55
INV_3496,2023-03-12,46608.77,15,2023-03-27,46608.77
INV_3497,2022-12-14,45466.3,0,2022-12-14,45466.3
INV_3498,2023-02-21,39173.89,30,2023-03-23,39173.89
INV_3499,2024-05-31,1460.36,0,2024-05-31,1460.36
INV_3500,2022-10-06,16686.84,0,2022-10-06,16686.84
INV_3501,2022-05-28,31583.96,30,2022-06-27,31583.96
INV_3502,2025-01-05,14121.92,5,2025-01-10,14121.92
INV_3503,2022-10-10,45524.54,-5,2022-10-05,45524.54
INV_3504,2024-01-07,31877.53,5,2024-01-12,31877.53
INV_3505,2024-11-02,4059.38,0,2024-11-02,4059.38
INV_3506,2024-01-20,45495.78,60,2024-03-20,45495.78
INV_3507,2024-03-22,47909.45,5,2024-03-27,47909.45
INV_3508,2022-12-26,4346.76,0,2022-12-26,4346.76
INV_3509,2023-11-06,26851.83,5,2023-11-11,26851.83
INV_3510,2024-04-15,15516.53,0,2024-04-15,15516.53
INV_3511,2023-03-30,19945.53,15,2023-04-14,19945.53
INV_3512,2023-11-20,9392.74,30,2023-12-20,9392.74
INV_3513,2024-04-15,29114.57,30,2024-05-15,29114.57
INV_3514,2024-10-22,47919.98,0,2024-10-22,47919.98
INV_3515,2023-04-30,25402.09,0,2023-04-30,25402.09
INV_3516,2023-02-13,4604.27,-5,2023-02-08,4604.27
INV_3517,2022-08-13,31190.07,15,2022-08-28,31190.07
INV_3518,2022-05-31,17341.04,5,2022-06-05,17341.04
INV_3519,2024-09-19,42868.3,5,2024-09-24,42868.3
INV_3520,2024-12-12,22016.57,30,2025-01-11,22016.57
INV_3521,2022-08-12,10045.56,0,2022-08-12,10045.56
INV_3522,2024-09-04,9959.73,-5,2024-08-30,9959.73
INV_3523,2024-05-29,38553.83,0,2024-05-29,38553.83
INV_3524,2022-05-13,13646.59,0,2022-05-13,13646.59
INV_3525,2024-06-14,38478.05,-5,2024-06-09,38478.05
INV_3526,2023-10-24,10691.42,5,2023-10-29,10691.42
INV_3527,2022-06-26,16423.48,0,2022-06-26,16423.48
INV_3528,2023-10-20,23541.61,0,2023-10-20,23541.61
INV_3529,2024-10-05,47188.19,15,2024-10-20,47188.19
INV_3530,2023-03-04,46620.71,0,2023-03-04,46620.71
INV_3531,2022-04-19,10740.16,15,2022-05-04,10740.16
INV_3532,2023-07-29,18231.84,0,2023-07-29,18231.84
INV_3533,2024-09-18,7895.27,5,2024-09-23,7895.27
INV_3534,2025-01-11,25744.26,30,2025-02-10,25744.26
INV_3535,2023-07-16,23298.84,-5,2023-07-11,23298.84
INV_3536,2023-11-01,45087.63,5,2023-11-06,45087.63
INV_3537,2024-03-28,46535.27,30,2024-04-27,46535.27
INV_3538,2024-02-19,19486.59,5,2024-02-24,19486.59
INV_3539,2023-05-07,24841.03,0,2023-05-07,24841.03
INV_3540,2022-07-25,44863.69,0,2022-07-25,44863.69
INV_3541,2024-04-13,40432.04,15,2024-04-28,40432.04
INV_3542,2024-01-04,680.99,30,2024-02-03,680.99
INV_3543,2022-04-05,16342.95,-5,2022-03-31,16342.95
INV_3544,2024-11-14,21377.82,0,2024-11-14,21377.82
INV_3545,2024-01-28,11870.96,0,2024-01-28,11870.96
INV_3546,2023-09-21,10378.79,0,2023-09-21,10378.79
INV_3547,2022-02-10,2370.33,0,2022-02-10,2370.33
INV_3548,2022-09-29,32346.8,0,2022-09-29,32346.8
INV_3549,2022-04-04,13494.26,0,2022-04-04,13494.26
INV_3550,2022-10-31,3091.19,0,2022-10-31,3091.19
INV_3551,2022-04-30,11933.48,30,2022-05-30,11933.48
INV_3552,2024-09-08,40194.74,0,2024-09-08,40194.74
INV_3553,2023-07-26,42648.71,0,2023-07-26,42648.71
INV_3554,2023-11-27,24411.78,0,2023-11-27,24411.78
INV_3555,2025-01-02,21095.5,30,2025-02-01,21095.5
INV_3556,2022-05-23,48903.76,15,2022-06-07,48903.76
INV_3557,2024-04-04,10427.95,15,2024-04-19,10427.95
INV_3558,2024-02-10,11160.28,0,2024-02-10,11160.28
INV_3559,2023-03-30,14947.43,15,2023-04-14,14947.43
INV_3560,2024-01-10,9051.49,5,2024-01-15,9051.49
INV_3561,2023-06-27,19278.6,0,2023-06-27,19278.6
INV_3562,2024-06-28,45586.29,5,2024-07-03,45586.29
INV_3563,2024-02-23,30959.72,15,2024-03-09,30959.72
INV_3564,2022-11-05,20891.35,15,2022-11-20,20891.35
INV_3565,2022-08-28,46753.33,30,2022-09-27,46753.33
INV_3566,2023-10-27,2898.98,30,2023-11-26,2898.98
INV_3567,2023-05-06,10908.67,0,2023-05-06,10908.67
INV_3568,2023-04-08,28511.49,5,2023-04-13,28511.49
INV_3569,2022-10-18,30969.85,-5,2022-10-13,30969.85
INV_3570,2024-09-14,2458.1,30,2024-10-14,2458.1
INV_3571,2023-05-14,20450.42,0,2023-05-14,20450.42
INV_3572,2025-01-23,32633.12,30,2025-02-22,32633.12
INV_3573,2024-12-12,35054.49,0,2024-12-12,35054.49
INV_3574,2022-10-13,32087.93,0,2022-10-13,32087.93
INV_3575,2022-05-07,16367.88,-5,2022-05-02,16367.88
INV_3576,2022-09-11,5129.25,0,2022-09-11,5129.25
INV_3577,2022-02-17,21642.07,30,2022-03-19,21642.07
INV_3578,2022-05-21,6873.34,-5,2022-05-16,6873.34
INV_3579,2022-07-10,47407.37,5,2022-07-15,47407.37
INV_3580,2023-10-18,24020.96,-5,2023-10-13,24020.96
INV_3581,2023-02-21,16204.33,0,2023-02-21,16204.33
INV_3582,2024-06-15,38432.05,0,2024-06-15,38432.05
INV_3583,2024-04-27,25148.46,0,2024-04-27,25148.46
INV_3584,2023-02-22,15846.68,30,2023-03-24,15846.68
INV_3585,2023-07-10,40692.4,5,2023-07-15,40692.4
INV_3586,2023-04-08,43424.03,0,2023-04-08,43424.03
INV_3587,2022-09-23,33813.9,5,2022-09-28,33813.9
INV_3588,2023-11-02,2824.74,0,2023-11-02,2824.74
INV_3589,2022-10-08,28532.98,0,2022-10-08,28532.98
INV_3590,2023-11-05,38283.1,5,2023-11-10,38283.1
INV_3591,2022-06-09,7256.9,0,2022-06-09,7256.9
INV_3592,2022-06-04,11819.2,15,2022-06-19,11819.2
INV_3593,2024-10-25,44183.51,5,2024-10-30,44183.51
INV_3594,2022-06-17,1496.03,15,2022-07-02,1496.03
INV_3595,2024-05-26,37759.99,30,2024-06-25,37759.99
INV_3596,2024-06-01,23951.78,0,2024-06-01,23951.78
INV_3597,2022-11-10,22615.22,0,2022-11-10,22615.22
INV_3598,2022-08-29,851.28,0,2022-08-29,851.28
INV_3599,2022-07-01,41060.21,0,2022-07-01,41060.21
INV_3600,2024-01-27,18311.33,15,2024-02-11,18311.33
INV_3601,2023-12-28,27267.9,15,2024-01-12,27267.9
INV_3602,2024-03-13,34026.38,5,2024-03-18,34026.38
INV_3603,2022-06-23,35280.16,5,2022-06-28,35280.16
INV_3604,2022-06-14,47821.01,0,2022-06-14,47821.01
INV_3605,2022-11-27,26801.33,5,2022-12-02,26801.33
INV_3606,2024-12-16,20286.12,15,2024-12-31,20286.12
INV_3607,2022-10-26,47708.33,5,2022-10-31,47708.33
INV_3608,2024-04-26,32284.46,0,2024-04-26,32284.46
INV_3609,2024-12-27,15258.44,15,2025-01-11,15258.44
INV_3610,2022-08-10,6759.98,0,2022-08-10,6759.98
INV_3611,2024-08-24,42206.45,5,2024-08-29,42206.45
INV_3612,2023-02-20,18427.99,5,2023-02-25,18427.99
INV_3613,2024-12-25,33193.25,0,2024-12-25,33193.25
INV_3614,2022-03-31,23805.41,15,2022-04-15,23805.41
INV_3615,2024-11-08,10347.02,30,2024-12-08,10347.02
INV_3616,2024-07-25,30283.49,-5,2024-07-20,30283.49
INV_3617,2024-04-26,3503.81,30,2024-05-26,3503.81
INV_3618,2024-09-03,20960.45,5,2024-09-08,20960.45
INV_3619,2022-05-02,27557.44,15,2022-05-17,27557.44
INV_3620,2024-07-17,22084.33,30,2024-08-16,22084.33
INV_3621,2022-06-19,37559.27,5,2022-06-24,37559.27
INV_3622,2024-05-13,41482.29,15,2024-05-28,41482.29
INV_3623,2024-02-20,38676.53,0,2024-02-20,38676.53
INV_3624,2025-01-06,2421.24,0,2025-01-06,2421.24
INV_3625,2023-10-09,10109.37,15,2023-10-24,10109.37
INV_3626,2023-07-15,27062.07,30,2023-08-14,27062.07
INV_3627,2023-09-11,46773.69,30,2023-10-11,46773.69
