transaction_date,transaction_type,category,amount
2022-02-26,Outflow,Marketing,28262.94
2023-08-05,Inflow,Vendor Payments,24350.49
2023-07-10,Inflow,Marketing,18430.21
2023-12-25,Inflow,Sales,15320.24
2023-10-15,Inflow,Rent,13464.52
2022-06-07,Outflow,Vendor Payments,684.07
2022-03-26,Outflow,Payroll,7031.47
2022-11-18,Outflow,Vendor Payments,2641.44
2022-11-05,Outflow,Payroll,33979.79
2022-10-11,Inflow,Vendor Payments,34445.53
2024-12-01,Outflow,Sales,33893.88
2024-09-29,Inflow,Rent,32771.41
2022-05-14,Inflow,Utilities,9086.82
2023-09-06,Inflow,Utilities,19823.91
2023-10-11,Outflow,Marketing,36341.4
2022-08-17,Inflow,Vendor Payments,30463.34
2024-09-24,Inflow,Rent,372.27
2022-04-29,Outflow,Rent,18539.24
2024-07-26,Inflow,Rent,723.61
2022-11-20,Inflow,Rent,11442.24
2024-07-09,Outflow,Rent,17599.77
2022-06-08,Inflow,Marketing,35748.1
2022-08-27,Outflow,Utilities,26279.06
2023-01-31,Outflow,Marketing,14690.64
2022-11-16,Inflow,Vendor Payments,19779.0
2022-11-05,Inflow,Utilities,32750.36
2022-09-06,Outflow,Utilities,12196.33
2023-06-22,Inflow,Payroll,24716.88
2023-12-02,Inflow,Vendor Payments,10711.2
2023-01-29,Outflow,Rent,19354.55
2023-10-14,Outflow,Payroll,1278.94
2024-10-14,Outflow,Utilities,34135.33
2023-02-10,Outflow,Vendor Payments,2219.45
2024-09-26,Inflow,Payroll,9207.11
2022-01-21,Inflow,Utilities,13540.42
2022-06-04,Outflow,Marketing,25118.9
2024-05-16,Inflow,Rent,28885.33
2023-07-13,Inflow,Payroll,3493.91
2022-07-13,Outflow,Sales,2025.58
2023-02-03,Inflow,Rent,32019.9
2022-10-07,Inflow,Marketing,28573.01
2024-09-06,Outflow,Marketing,33312.55
2024-10-30,Outflow,Vendor Payments,27158.57
2023-04-17,Inflow,Utilities,30115.19
2022-06-01,Outflow,Sales,15347.82
2024-03-12,Inflow,Payroll,23730.32
2023-07-07,Inflow,Vendor Payments,32274.08
2023-12-31,Inflow,Marketing,7133.07
2023-05-28,Inflow,Payroll,17086.07
2024-10-09,Outflow,Marketing,29697.44
2022-06-20,Inflow,Marketing,21445.67
2024-04-29,Outflow,Sales,27361.8
2024-03-04,Inflow,Rent,11926.91
2022-05-05,Outflow,Payroll,1584.0
2022-06-24,Inflow,Sales,1457.09
2023-05-19,Inflow,Utilities,37728.41
2023-12-12,Inflow,Marketing,37798.24
2022-04-16,Outflow,Marketing,8687.91
2023-06-12,Outflow,Sales,6154.39
2022-02-07,Outflow,Utilities,1020.15
2023-01-30,Outflow,Payroll,9480.9
2024-07-09,Inflow,Marketing,13573.75
2023-04-22,Inflow,Utilities,9877.33
2023-12-23,Inflow,Payroll,31956.15
2022-11-11,Inflow,Sales,30052.39
2022-12-31,Outflow,Marketing,3516.26
2022-06-30,Outflow,Vendor Payments,27983.67
2024-01-04,Inflow,Vendor Payments,20967.23
2024-05-25,Outflow,Marketing,5546.99
2024-09-20,Inflow,Rent,29659.56
2023-10-23,Inflow,Marketing,3716.01
2022-09-01,Inflow,Marketing,7332.88
2022-11-09,Inflow,Marketing,6224.29
2022-03-17,Inflow,Sales,37579.63
2022-09-19,Inflow,Marketing,28016.79
2022-08-19,Inflow,Marketing,16628.05
2023-12-04,Inflow,Sales,32941.5
2023-10-08,Inflow,Marketing,8873.59
2024-01-27,Inflow,Vendor Payments,37264.4
2024-04-21,Outflow,Vendor Payments,27970.79
2024-05-28,Outflow,Utilities,22515.35
2023-05-31,Outflow,Marketing,31847.54
2023-03-18,Outflow,Sales,25897.8
2023-08-06,Outflow,Marketing,35518.24
2022-09-19,Inflow,Marketing,33217.36
2024-01-19,Outflow,Utilities,8153.87
2024-03-29,Inflow,Payroll,9814.65
2024-09-28,Inflow,Utilities,2884.37
2024-05-16,Inflow,Rent,9041.9
2023-08-31,Inflow,Sales,13936.51
2024-06-28,Inflow,Rent,1444.45
2023-06-07,Outflow,Payroll,12804.01
2024-11-02,Inflow,Rent,30930.37
2022-06-11,Outflow,Marketing,33661.01
2022-01-05,Inflow,Vendor Payments,652.27
2022-07-21,Outflow,Sales,583.74
2023-02-20,Outflow,Sales,6108.39
2024-11-01,Outflow,Marketing,34941.31
2024-08-05,Inflow,Utilities,18930.34
2024-01-22,Outflow,Rent,39321.21
2024-08-07,Inflow,Sales,35527.06
2023-01-08,Inflow,Utilities,35638.09
2023-03-07,Outflow,Payroll,5400.51
2023-11-21,Inflow,Payroll,19166.61
2022-04-28,Inflow,Rent,39745.55
2023-08-11,Inflow,Payroll,6217.06
2024-12-05,Outflow,Vendor Payments,23097.07
2022-08-15,Outflow,Marketing,13967.92
2022-12-14,Inflow,Sales,15697.97
2022-05-21,Inflow,Utilities,35664.46
2022-07-23,Inflow,Marketing,23639.73
2024-09-30,Inflow,Rent,30423.42
2024-05-10,Outflow,Marketing,27027.41
2024-04-24,Outflow,Sales,21301.92
2024-09-21,Outflow,Utilities,31730.93
2022-11-09,Outflow,Sales,38838.1
2022-05-17,Outflow,Rent,38682.74
2022-12-17,Outflow,Sales,31641.24
2022-06-22,Outflow,Payroll,19646.99
2022-03-20,Outflow,Utilities,6777.41
2024-09-05,Outflow,Utilities,2065.48
2023-07-23,Outflow,Marketing,9488.37
2024-05-12,Inflow,Vendor Payments,13808.24
2022-02-26,Outflow,Vendor Payments,5455.03
2022-12-29,Outflow,Vendor Payments,9223.18
2022-05-14,Inflow,Rent,3616.75
2022-01-14,Outflow,Vendor Payments,21089.98
2022-10-10,Inflow,Utilities,5314.83
2024-03-16,Outflow,Utilities,29787.91
2022-05-07,Outflow,Marketing,13506.2
2022-08-06,Inflow,Sales,26980.89
2024-01-15,Outflow,Payroll,35336.02
2023-11-11,Outflow,Vendor Payments,3714.86
2024-09-23,Outflow,Vendor Payments,39563.33
2022-09-17,Inflow,Vendor Payments,25916.16
2022-04-09,Inflow,Payroll,2418.63
2022-07-01,Inflow,Marketing,12765.89
2022-06-18,Inflow,Vendor Payments,35483.93
2022-08-21,Inflow,Sales,23970.47
2024-08-13,Outflow,Rent,11702.73
2023-04-17,Outflow,Payroll,37637.64
2023-11-10,Inflow,Marketing,31553.93
2023-01-16,Inflow,Utilities,29500.88
2022-09-08,Outflow,Sales,35570.56
2022-11-15,Inflow,Payroll,30860.26
2022-07-12,Outflow,Utilities,11683.51
2024-07-25,Outflow,Payroll,23480.28
2023-08-24,Outflow,Rent,33738.76
2023-08-30,Inflow,Rent,7479.67
2024-02-04,Inflow,Utilities,6772.02
2024-06-03,Inflow,Utilities,6611.36
2024-09-17,Inflow,Marketing,8011.93
2023-05-21,Outflow,Vendor Payments,4398.26
2022-03-06,Inflow,Utilities,33553.87
2022-08-10,Inflow,Rent,32787.23
2023-04-11,Outflow,Marketing,6309.35
2022-03-13,Inflow,Payroll,28309.83
2024-06-06,Inflow,Vendor Payments,25190.93
2023-04-19,Outflow,Sales,11264.91
2023-10-17,Inflow,Payroll,9326.53
2022-01-19,Inflow,Marketing,10248.26
2023-06-06,Inflow,Sales,29306.04
2024-02-23,Outflow,Payroll,12976.89
2023-02-19,Inflow,Rent,11334.98
2022-12-30,Inflow,Marketing,1192.5
2023-06-12,Inflow,Sales,36356.99
2024-03-06,Inflow,Utilities,30182.35
2023-03-19,Inflow,Rent,19069.51
2022-09-22,Outflow,Utilities,37734.2
2023-10-12,Outflow,Utilities,11953.23
2023-05-24,Outflow,Sales,27085.79
2023-04-11,Inflow,Vendor Payments,12414.47
2022-12-31,Inflow,Vendor Payments,12788.53
2023-05-08,Outflow,Marketing,33834.95
2023-06-26,Outflow,Sales,31544.77
2023-12-24,Outflow,Vendor Payments,11976.06
2024-04-21,Inflow,Payroll,3531.16
2022-10-27,Inflow,Payroll,14496.09
2022-06-23,Outflow,Vendor Payments,30474.28
2023-10-08,Outflow,Utilities,4291.61
2022-01-24,Outflow,Utilities,26982.4
2024-01-01,Outflow,Vendor Payments,35623.6
2022-01-07,Outflow,Marketing,7415.32
2024-10-26,Outflow,Utilities,34529.51
2024-05-27,Inflow,Marketing,2339.15
2022-06-15,Outflow,Payroll,26775.15
2023-03-04,Inflow,Rent,31704.25
2022-05-25,Inflow,Sales,17957.21
2024-07-21,Outflow,Rent,8388.03
2023-05-24,Outflow,Marketing,37011.76
2024-06-25,Outflow,Utilities,1092.76
2023-10-07,Inflow,Rent,22336.33
2022-03-17,Inflow,Marketing,15102.12
2024-04-03,Outflow,Rent,18603.97
2024-11-27,Outflow,Payroll,21601.63
2023-07-20,Inflow,Marketing,21529.52
2023-09-09,Outflow,Payroll,8383.86
2023-01-16,Outflow,Rent,27284.18
2024-04-27,Inflow,Vendor Payments,1060.19
2022-10-30,Inflow,Vendor Payments,1141.01
2024-01-26,Inflow,Sales,19295.95
2022-06-13,Inflow,Vendor Payments,21813.54
2022-04-11,Inflow,Sales,11213.11
2024-06-16,Inflow,Rent,22201.52
2024-02-22,Inflow,Sales,20789.54
2023-01-03,Inflow,Sales,14164.06
2023-12-28,Inflow,Sales,26175.45
2023-01-07,Outflow,Payroll,38330.11
2024-05-11,Outflow,Sales,19784.87
2022-10-07,Inflow,Utilities,31506.22
2022-11-12,Inflow,Marketing,10129.58
2024-03-26,Inflow,Rent,30549.44
2022-05-31,Outflow,Payroll,26061.57
2024-10-05,Outflow,Marketing,25696.0
2023-10-31,Outflow,Rent,35753.5
2023-02-11,Outflow,Payroll,9564.01
2022-10-14,Outflow,Rent,14927.47
2024-07-05,Inflow,Vendor Payments,3597.78
2023-05-07,Outflow,Rent,29126.96
2024-10-29,Outflow,Vendor Payments,33801.53
2024-01-08,Inflow,Vendor Payments,16411.59
2022-05-11,Inflow,Utilities,14466.02
2024-09-23,Inflow,Rent,26448.48
2023-05-13,Inflow,Vendor Payments,3300.94
2023-09-14,Outflow,Utilities,11965.52
2024-06-07,Outflow,Payroll,14838.65
2022-12-20,Inflow,Vendor Payments,20888.03
2022-09-28,Inflow,Sales,19219.8
2023-03-08,Outflow,Payroll,8584.61
2024-01-09,Inflow,Utilities,21769.28
2023-04-17,Inflow,Payroll,37056.99
2023-05-23,Inflow,Payroll,1375.39
2022-02-24,Outflow,Sales,27308.17
2022-02-06,Outflow,Sales,25100.95
2024-06-18,Inflow,Sales,36999.75
2022-02-24,Inflow,Sales,25920.19
2023-06-08,Inflow,Utilities,25106.26
2024-07-03,Inflow,Sales,30861.28
2023-04-08,Outflow,Utilities,10931.9
2023-11-28,Inflow,Utilities,23950.57
2023-12-17,Inflow,Marketing,20921.02
2024-10-27,Outflow,Marketing,17707.36
2024-01-02,Inflow,Sales,3455.64
2024-09-15,Outflow,Utilities,11917.37
2022-07-31,Inflow,Payroll,11415.27
2024-01-24,Inflow,Vendor Payments,29052.76
2023-03-12,Outflow,Vendor Payments,36850.05
2022-03-25,Inflow,Marketing,9462.25
2024-02-18,Inflow,Sales,3262.57
2024-04-13,Inflow,Rent,39998.29
2023-04-06,Inflow,Vendor Payments,27740.85
2022-06-26,Outflow,Utilities,35492.89
2022-11-08,Inflow,Utilities,6012.01
2022-07-05,Inflow,Vendor Payments,32090.49
2022-09-03,Outflow,Payroll,32588.95
2024-10-13,Inflow,Vendor Payments,6314.11
2023-01-19,Outflow,Marketing,6707.75
2024-12-01,Inflow,Sales,12029.41
2022-10-12,Inflow,Sales,8906.46
2024-09-06,Inflow,Utilities,39023.77
2024-09-14,Inflow,Vendor Payments,14708.87
2022-10-27,Inflow,Rent,30523.86
2024-06-19,Inflow,Marketing,32260.52
2024-05-23,Outflow,Utilities,15621.85
2023-05-01,Inflow,Vendor Payments,27398.65
2023-03-12,Inflow,Marketing,4579.67
2024-03-16,Inflow,Rent,16059.39
2022-06-30,Inflow,Utilities,38702.23
2024-06-01,Inflow,Marketing,6990.67
2024-05-26,Inflow,Utilities,15612.74
2023-11-25,Outflow,Marketing,31683.7
2022-12-06,Inflow,Marketing,26717.3
2023-05-06,Inflow,Utilities,25371.29
2023-05-10,Inflow,Sales,34174.32
2023-12-31,Inflow,Rent,1455.03
2023-04-01,Outflow,Utilities,30915.23
2022-04-15,Inflow,Sales,35337.2
2023-12-20,Inflow,Payroll,942.13
2023-03-15,Inflow,Vendor Payments,22490.83
2023-10-13,Outflow,Utilities,14138.96
2023-05-24,Inflow,Sales,2315.28
2022-09-08,Outflow,Utilities,16884.6
2024-08-22,Inflow,Utilities,25868.0
2022-02-16,Inflow,Utilities,36784.84
2024-05-28,Outflow,Marketing,24935.06
2024-10-14,Inflow,Payroll,34312.7
2024-02-14,Inflow,Rent,5126.39
2024-06-03,Inflow,Rent,8657.69
2022-03-05,Inflow,Utilities,38820.63
2022-11-16,Inflow,Sales,35529.81
2024-05-09,Inflow,Utilities,9638.51
2024-02-19,Inflow,Marketing,24952.66
2022-01-29,Inflow,Marketing,14696.52
2023-03-13,Outflow,Utilities,18903.36
2024-02-02,Inflow,Rent,34476.86
2024-01-06,Inflow,Marketing,29507.79
2024-12-06,Outflow,Vendor Payments,9766.17
2023-03-27,Inflow,Sales,12844.93
2023-09-25,Outflow,Sales,11801.51
2024-12-12,Outflow,Marketing,31292.31
2022-08-21,Outflow,Rent,19756.51
2022-07-19,Inflow,Utilities,38043.75
2023-11-05,Outflow,Vendor Payments,32722.48
2023-07-03,Outflow,Vendor Payments,8684.42
2024-07-25,Outflow,Utilities,31501.93
2022-04-07,Inflow,Vendor Payments,20391.35
2022-02-18,Outflow,Payroll,10372.29
2024-06-14,Outflow,Marketing,14724.27
2023-06-06,Inflow,Vendor Payments,38893.41
2022-02-09,Outflow,Marketing,19513.27
2024-07-02,Inflow,Rent,28868.35
2023-07-07,Outflow,Rent,19240.29
2023-11-07,Outflow,Utilities,15050.82
2024-02-09,Inflow,Rent,31917.87
2022-07-30,Outflow,Payroll,33978.48
2023-03-09,Outflow,Rent,3154.0
2023-12-08,Inflow,Marketing,11375.41
2023-07-19,Inflow,Sales,20462.48
2022-05-27,Outflow,Sales,12864.96
2022-10-09,Inflow,Marketing,31408.25
2024-01-25,Inflow,Sales,4854.91
2024-12-10,Outflow,Vendor Payments,31972.59
2023-05-10,Outflow,Sales,24830.09
2023-02-13,Inflow,Payroll,11787.9
2022-09-30,Inflow,Rent,13974.85
2023-04-03,Outflow,Sales,7561.1
2022-02-15,Outflow,Sales,10327.16
2022-11-07,Outflow,Utilities,28775.57
2023-07-16,Inflow,Payroll,15222.6
2022-11-27,Inflow,Utilities,27593.12
2022-01-11,Inflow,Payroll,20710.07
2024-06-26,Outflow,Sales,6068.32
2024-12-07,Inflow,Vendor Payments,20113.1
2022-01-08,Outflow,Sales,30331.85
2024-09-10,Inflow,Vendor Payments,12117.72
2023-07-20,Outflow,Utilities,26028.84
2022-09-30,Inflow,Rent,8201.6
2024-07-29,Outflow,Marketing,5687.25
2024-06-19,Outflow,Rent,14600.98
2022-05-11,Outflow,Sales,15751.38
2023-12-25,Outflow,Sales,30512.08
2023-09-26,Inflow,Vendor Payments,18565.13
2022-04-24,Inflow,Payroll,3525.03
2023-06-16,Inflow,Utilities,25469.78
2024-11-10,Inflow,Utilities,18929.35
2022-02-02,Inflow,Utilities,13466.24
2022-05-13,Outflow,Vendor Payments,32148.09
2024-07-08,Outflow,Payroll,6429.08
2024-09-01,Inflow,Payroll,36554.53
2022-01-26,Outflow,Payroll,13562.24
2023-08-24,Inflow,Payroll,18599.38
2023-06-29,Outflow,Sales,37190.55
2022-01-18,Inflow,Marketing,30521.22
2024-07-22,Inflow,Utilities,3249.81
2022-10-16,Inflow,Marketing,23258.39
2024-11-16,Outflow,Rent,12621.41
2024-03-27,Outflow,Rent,20486.98
2022-04-18,Inflow,Rent,29795.87
2024-08-30,Inflow,Vendor Payments,19998.06
2024-08-05,Outflow,Rent,3119.57
2024-01-08,Inflow,Utilities,21340.23
2022-11-20,Outflow,Rent,1257.95
2024-05-16,Inflow,Rent,14131.85
2024-01-05,Outflow,Sales,19277.81
2024-03-03,Inflow,Rent,25893.54
2022-10-16,Inflow,Marketing,20396.41
2024-11-26,Inflow,Sales,6332.29
2024-06-10,Outflow,Payroll,37309.04
2022-02-12,Inflow,Vendor Payments,26116.9
2022-01-09,Outflow,Sales,12883.62
2022-07-03,Inflow,Sales,38647.81
2024-06-13,Inflow,Marketing,35338.33
2024-12-12,Outflow,Utilities,5996.56
2024-05-19,Inflow,Utilities,26320.54
2023-06-17,Outflow,Rent,22534.76
2024-09-26,Outflow,Payroll,7954.51
2023-10-25,Outflow,Marketing,9568.96
2024-08-11,Inflow,Marketing,22681.82
2022-03-10,Outflow,Sales,13055.14
2022-10-28,Outflow,Payroll,33442.81
2022-01-27,Outflow,Marketing,4180.25
2024-07-18,Outflow,Utilities,36587.02
2023-10-16,Inflow,Vendor Payments,33669.94
2023-07-07,Outflow,Vendor Payments,29623.35
2022-04-16,Inflow,Marketing,10723.92
2023-08-09,Inflow,Sales,28683.83
2023-07-26,Outflow,Vendor Payments,17719.16
2024-03-20,Outflow,Sales,25460.19
2023-09-26,Outflow,Rent,12708.41
2024-10-31,Outflow,Rent,33483.56
2024-07-19,Inflow,Sales,1910.87
2023-10-21,Inflow,Marketing,27750.95
2024-06-04,Inflow,Rent,33196.66
2022-11-17,Inflow,Utilities,25963.2
2023-04-05,Inflow,Rent,7922.07
2023-08-02,Outflow,Utilities,11613.74
2024-05-26,Inflow,Vendor Payments,20741.74
2024-01-24,Inflow,Marketing,13379.13
2022-06-09,Inflow,Sales,495.18
2023-04-09,Outflow,Rent,1914.92
2024-09-24,Inflow,Marketing,30780.41
2022-08-29,Inflow,Rent,3623.18
2024-07-24,Inflow,Vendor Payments,37142.47
2024-08-21,Inflow,Marketing,17876.64
2024-08-16,Outflow,Payroll,30400.01
2024-05-14,Outflow,Vendor Payments,5282.53
2023-10-12,Inflow,Sales,37082.34
2022-11-23,Outflow,Marketing,1642.21
2024-05-14,Inflow,Utilities,1972.85
2023-06-13,Inflow,Rent,2467.06
2024-05-28,Outflow,Utilities,4405.3
2022-11-30,Outflow,Marketing,19627.22
2024-10-23,Inflow,Sales,31594.57
2024-12-10,Outflow,Utilities,11612.43
2024-05-31,Inflow,Utilities,29907.34
2022-12-16,Outflow,Utilities,31030.22
2022-06-23,Outflow,Marketing,36358.61
2022-04-26,Inflow,Rent,6229.27
2022-12-27,Inflow,Utilities,5680.72
2022-03-17,Outflow,Vendor Payments,5147.17
2024-01-26,Outflow,Vendor Payments,14564.63
2022-03-13,Outflow,Rent,19729.68
2023-03-28,Outflow,Payroll,18625.89
2024-06-29,Inflow,Payroll,10504.83
2023-01-02,Outflow,Vendor Payments,24992.59
2024-04-05,Inflow,Utilities,13729.46
2023-11-01,Inflow,Sales,14833.49
2024-11-13,Outflow,Marketing,4489.54
2022-04-20,Inflow,Rent,23811.58
2022-02-21,Inflow,Sales,26314.63
2023-04-12,Outflow,Utilities,30390.62
2024-03-28,Inflow,Marketing,36189.17
2024-02-26,Outflow,Vendor Payments,30710.38
2023-07-10,Inflow,Rent,9659.02
2024-07-17,Inflow,Sales,9655.51
2022-09-16,Inflow,Marketing,36628.96
2022-03-06,Inflow,Vendor Payments,31668.3
2022-06-12,Outflow,Vendor Payments,31355.18
2022-02-08,Inflow,Marketing,28872.63
2023-10-27,Inflow,Payroll,10907.92
2022-11-16,Inflow,Payroll,33942.19
2022-12-26,Outflow,Marketing,5972.52
2022-09-26,Inflow,Marketing,14195.7
2022-11-20,Outflow,Marketing,14055.04
2022-11-22,Outflow,Vendor Payments,22537.25
2022-09-14,Inflow,Utilities,18698.71
2022-07-19,Outflow,Utilities,18554.38
2023-09-02,Outflow,Rent,22276.83
2024-06-23,Inflow,Vendor Payments,16792.11
2022-06-13,Outflow,Vendor Payments,10224.33
2023-09-07,Outflow,Payroll,26665.59
2022-04-16,Outflow,Marketing,31688.15
2023-11-30,Inflow,Vendor Payments,19316.14
2022-12-30,Outflow,Vendor Payments,26084.48
2024-11-10,Inflow,Marketing,21553.92
2023-10-22,Inflow,Utilities,2642.16
2023-11-30,Outflow,Rent,17096.46
2024-01-17,Outflow,Payroll,691.14
2024-08-18,Outflow,Sales,26576.61
2024-07-18,Outflow,Utilities,20474.01
2022-07-28,Outflow,Vendor Payments,5335.21
2024-12-25,Outflow,Rent,21825.0
2023-05-06,Inflow,Sales,35967.51
2023-12-04,Inflow,Utilities,13817.48
2023-05-17,Outflow,Utilities,39300.04
2023-10-28,Inflow,Marketing,38387.38
2022-08-09,Inflow,Sales,31476.8
2023-03-11,Outflow,Marketing,32607.86
2022-10-07,Outflow,Utilities,16598.65
2023-06-08,Inflow,Utilities,16280.88
2023-10-29,Outflow,Utilities,38189.58
2024-11-12,Inflow,Rent,14837.99
2024-01-02,Inflow,Utilities,4145.85
2022-12-14,Inflow,Sales,6362.23
2024-02-04,Inflow,Payroll,28502.84
2024-07-22,Inflow,Rent,15504.34
2022-07-02,Inflow,Sales,8213.91
2023-05-23,Outflow,Vendor Payments,32607.31
2022-07-17,Outflow,Sales,19700.34
2023-01-16,Inflow,Sales,22835.36
2024-04-04,Inflow,Payroll,6411.79
2024-10-26,Inflow,Rent,7952.34
2022-07-11,Outflow,Vendor Payments,5296.48
2023-06-09,Inflow,Utilities,20727.35
2024-11-25,Outflow,Rent,31093.58
2024-12-29,Inflow,Rent,29371.72
2022-10-16,Outflow,Vendor Payments,10670.86
2022-04-15,Inflow,Vendor Payments,34106.54
2022-11-09,Outflow,Payroll,4494.74
2024-12-14,Outflow,Marketing,4827.78
2022-11-03,Outflow,Payroll,34017.38
2024-03-31,Outflow,Utilities,10003.46
2022-02-05,Outflow,Vendor Payments,28412.2
2024-06-05,Outflow,Sales,660.46
2024-11-14,Outflow,Sales,4015.96
2024-11-26,Inflow,Rent,24488.76
2024-11-08,Inflow,Rent,7541.91
2022-02-04,Inflow,Marketing,1420.08
2023-04-12,Outflow,Marketing,18837.79
2024-06-15,Inflow,Marketing,13421.66
2022-07-18,Outflow,Marketing,32149.6
2024-02-07,Inflow,Sales,32807.51
2022-08-29,Inflow,Vendor Payments,24692.6
2022-10-21,Inflow,Utilities,11933.44
2024-07-10,Inflow,Utilities,18626.58
2023-04-13,Outflow,Marketing,28179.56
2023-01-02,Inflow,Payroll,3051.55
2024-11-10,Inflow,Utilities,13500.13
2022-11-12,Outflow,Marketing,32948.08
2024-01-28,Inflow,Sales,16419.33
2023-03-27,Inflow,Rent,25099.32
2024-02-17,Outflow,Payroll,4124.47
2024-06-26,Inflow,Marketing,31148.73
2023-03-22,Inflow,Sales,4288.48
2024-08-14,Inflow,Rent,34502.55
2022-03-21,Inflow,Marketing,4532.06
2024-11-06,Inflow,Sales,35668.44
2022-05-18,Inflow,Sales,14741.66
2023-10-14,Inflow,Vendor Payments,25093.87
2024-04-30,Inflow,Sales,33908.06
2023-07-06,Inflow,Marketing,706.58
2022-03-15,Inflow,Sales,10848.02
2022-02-19,Inflow,Payroll,36361.03
2024-10-30,Inflow,Sales,15710.59
2023-01-23,Outflow,Sales,28343.12
2023-01-20,Outflow,Utilities,5858.48
2022-10-26,Outflow,Payroll,27231.35
2022-12-05,Outflow,Marketing,3204.49
2023-04-19,Outflow,Rent,28777.81
2023-09-08,Inflow,Vendor Payments,13155.06
2024-08-19,Inflow,Utilities,18794.15
2024-03-02,Inflow,Rent,6900.53
2022-01-13,Inflow,Marketing,25225.61
2023-03-25,Inflow,Marketing,13701.43
2022-06-23,Outflow,Utilities,15519.99
2023-08-18,Outflow,Payroll,26192.06
2024-07-20,Inflow,Rent,7400.81
2022-09-26,Outflow,Sales,34124.75
2023-09-10,Inflow,Payroll,29649.67
2024-02-12,Outflow,Payroll,23235.88
2024-05-14,Outflow,Vendor Payments,5394.82
2023-06-10,Inflow,Payroll,27578.25
2024-06-06,Outflow,Rent,1018.55
2023-11-03,Outflow,Marketing,32234.51
2022-06-27,Inflow,Utilities,12360.77
2022-09-16,Inflow,Vendor Payments,4953.3
2022-09-17,Outflow,Utilities,6830.21
2023-10-05,Outflow,Utilities,38536.44
2022-03-22,Outflow,Sales,31021.07
2024-12-18,Inflow,Rent,9743.52
2022-05-09,Inflow,Sales,38549.61
2023-02-16,Outflow,Payroll,5862.67
2022-11-11,Inflow,Rent,29421.03
2023-03-31,Inflow,Utilities,26372.56
2023-09-07,Inflow,Vendor Payments,32912.63
2024-06-17,Inflow,Utilities,15453.44
2024-06-21,Inflow,Vendor Payments,16252.87
2024-10-29,Inflow,Sales,25095.31
2022-08-20,Inflow,Marketing,16108.77
2023-09-03,Outflow,Utilities,1941.63
2023-12-31,Inflow,Vendor Payments,29269.41
2024-08-22,Inflow,Sales,25745.56
2024-05-31,Outflow,Marketing,17121.4
2022-11-14,Inflow,Rent,12322.33
2023-06-06,Inflow,Vendor Payments,13032.82
2023-12-17,Inflow,Vendor Payments,29718.84
2024-12-15,Outflow,Utilities,29247.69
2024-12-08,Outflow,Utilities,32811.06
2024-11-05,Inflow,Sales,30558.56
2024-06-02,Outflow,Vendor Payments,30390.38
2022-07-21,Outflow,Sales,10295.4
2022-04-03,Inflow,Vendor Payments,4334.02
2024-11-22,Outflow,Sales,30541.56
2023-02-23,Inflow,Vendor Payments,4215.14
2023-07-05,Inflow,Rent,39289.82
2023-09-18,Inflow,Utilities,35041.04
2024-04-24,Outflow,Rent,21478.43
2024-05-31,Outflow,Sales,14281.69
2023-12-21,Outflow,Rent,21215.67
2024-08-01,Inflow,Sales,29451.78
2023-01-29,Inflow,Utilities,30326.3
2024-03-19,Outflow,Sales,3224.54
2024-05-21,Inflow,Utilities,32252.71
2024-05-16,Inflow,Payroll,25767.43
2023-07-25,Inflow,Rent,1911.01
2023-09-26,Inflow,Payroll,12732.5
2023-09-24,Inflow,Utilities,20572.46
2024-03-19,Outflow,Utilities,7781.52
2022-11-18,Inflow,Payroll,6463.05
2023-07-28,Outflow,Utilities,866.96
2024-11-29,Inflow,Vendor Payments,36488.56
2024-11-29,Outflow,Sales,2527.49
2024-05-19,Inflow,Marketing,14830.65
2024-01-16,Outflow,Payroll,8469.13
2024-11-04,Inflow,Vendor Payments,29719.01
2024-07-25,Outflow,Rent,28375.23
2024-08-16,Inflow,Marketing,32307.03
2022-02-17,Outflow,Utilities,24787.29
2022-07-08,Inflow,Sales,23788.63
2022-10-31,Inflow,Vendor Payments,16462.3
2023-01-04,Inflow,Marketing,25563.44
2023-04-05,Outflow,Sales,4873.66
2022-09-04,Inflow,Sales,27475.16
2022-09-21,Outflow,Marketing,4424.74
2023-06-14,Outflow,Vendor Payments,34511.07
2024-01-20,Inflow,Utilities,20375.61
2023-02-11,Outflow,Marketing,21355.17
2023-03-29,Inflow,Payroll,23518.85
2024-03-24,Outflow,Sales,31109.28
2023-08-01,Outflow,Rent,19295.28
2024-08-22,Outflow,Utilities,17275.25
2022-05-27,Inflow,Marketing,11746.84
2023-02-10,Outflow,Marketing,5383.16
2022-07-02,Inflow,Sales,7856.6
2022-08-24,Inflow,Sales,320.96
2023-09-30,Inflow,Marketing,34816.04
2024-08-15,Inflow,Rent,30668.85
2022-06-28,Outflow,Sales,8981.69
2023-03-08,Inflow,Sales,394.89
2023-06-09,Outflow,Payroll,19837.02
2024-01-13,Outflow,Vendor Payments,16679.16
2022-11-19,Outflow,Payroll,31107.46
2023-02-03,Outflow,Rent,16294.95
2022-12-03,Outflow,Vendor Payments,34605.28
2022-04-29,Inflow,Marketing,4104.78
2023-02-17,Inflow,Rent,14824.57
2023-08-03,Inflow,Rent,37377.45
2022-11-01,Inflow,Payroll,765.67
2022-07-15,Inflow,Vendor Payments,15814.34
2022-11-29,Outflow,Rent,10610.22
2024-11-09,Inflow,Vendor Payments,21414.87
